orderID,customerName,costTotal,employeeID,orderDateTime
44,Customer_44,33.18,7,2025-01-01 19:04:00
45,Customer_45,14.36,3,2025-01-01 11:57:00
46,Customer_46,5.38,8,2025-01-01 21:02:00
47,Customer_47,18.31,3,2025-01-01 19:19:00
48,Customer_48,19.62,6,2025-01-01 20:35:00
49,Customer_49,24.32,3,2025-01-01 21:04:00
50,Customer_50,11.91,2,2025-01-01 10:30:00
51,Customer_51,6.97,8,2025-01-01 19:21:00
52,Customer_52,24.03,3,2025-01-01 10:30:00
53,Customer_53,5.63,8,2025-01-01 19:20:00
54,Customer_54,22.67,2,2025-01-01 21:23:00
55,Customer_55,31.53,3,2025-01-01 17:37:00
56,Customer_56,17.18,4,2025-01-01 19:17:00
57,Customer_57,7.35,7,2025-01-01 20:20:00
58,Customer_58,30.86,4,2025-01-01 17:48:00
59,Customer_59,30.21,7,2025-01-01 19:15:00
60,Customer_60,25.45,8,2025-01-01 14:54:00
61,Customer_61,15.38,1,2025-01-01 20:00:00
62,Customer_62,12.86,6,2025-01-01 20:33:00
63,Customer_63,9.82,2,2025-01-01 14:05:00
64,Customer_64,13.44,1,2025-01-01 12:08:00
65,Customer_65,29.46,6,2025-01-01 21:50:00
66,Customer_66,37.78,2,2025-01-01 12:43:00
67,Customer_67,35.01,5,2025-01-01 21:46:00
68,Customer_68,5.16,6,2025-01-01 19:43:00
69,Customer_69,33.17,6,2025-01-01 13:34:00
70,Customer_70,17.59,1,2025-01-01 14:09:00
71,Customer_71,25.46,7,2025-01-01 14:36:00
72,Customer_72,11.38,4,2025-01-01 12:29:00
73,Customer_73,13.32,7,2025-01-01 15:00:00
74,Customer_74,38.8,6,2025-01-01 12:50:00
75,Customer_75,40.7,5,2025-01-01 14:45:00
76,Customer_76,19.42,6,2025-01-01 21:47:00
77,Customer_77,5.94,7,2025-01-01 14:06:00
78,Customer_78,5.56,2,2025-01-01 21:21:00
79,Customer_79,9.32,2,2025-01-01 17:21:00
80,Customer_80,26.9,1,2025-01-01 19:06:00
81,Customer_81,23.99,3,2025-01-01 15:34:00
82,Customer_82,36.5,8,2025-01-01 17:47:00
83,Customer_83,31.22,3,2025-01-01 16:31:00
84,Customer_84,27.06,2,2025-01-01 18:56:00
85,Customer_85,7.38,5,2025-01-01 20:22:00
86,Customer_86,24.75,7,2025-01-01 15:24:00
87,Customer_87,23.24,4,2025-01-01 18:56:00
88,Customer_88,22.97,4,2025-01-01 16:46:00
89,Customer_89,26.24,8,2025-01-01 20:49:00
90,Customer_90,6.32,8,2025-01-01 18:54:00
91,Customer_91,21.74,1,2025-01-01 15:16:00
92,Customer_92,6.88,4,2025-01-01 12:23:00
93,Customer_93,26.79,5,2025-01-01 12:22:00
94,Customer_94,36.22,2,2025-01-01 15:09:00
95,Customer_95,11.68,8,2025-01-01 17:41:00
96,Customer_96,14.2,2,2025-01-01 20:52:00
97,Customer_97,9.82,1,2025-01-01 18:00:00
98,Customer_98,21.7,1,2025-01-01 16:53:00
99,Customer_99,35.96,1,2025-01-01 19:19:00
100,Customer_100,35.91,6,2025-01-01 10:22:00
101,Customer_101,13.44,5,2025-01-01 16:33:00
102,Customer_102,5.23,5,2025-01-01 20:03:00
103,Customer_103,13.96,5,2025-01-01 16:27:00
104,Customer_104,29.32,5,2025-01-01 20:51:00
105,Customer_105,27.02,1,2025-01-01 13:42:00
106,Customer_106,29.03,2,2025-01-01 11:20:00
107,Customer_107,19.59,5,2025-01-01 14:02:00
108,Customer_108,33.28,1,2025-01-01 21:25:00
109,Customer_109,31.02,5,2025-01-01 16:59:00
110,Customer_110,4.71,3,2025-01-01 13:54:00
111,Customer_111,13.19,8,2025-01-01 16:29:00
112,Customer_112,5.38,1,2025-01-01 16:06:00
113,Customer_113,24.46,2,2025-01-01 18:47:00
114,Customer_114,7.43,5,2025-01-01 17:38:00
115,Customer_115,6.18,8,2025-01-01 20:59:00
116,Customer_116,12.18,3,2025-01-01 15:14:00
117,Customer_117,7.38,6,2025-01-01 15:29:00
118,Customer_118,24.04,3,2025-01-01 10:26:00
119,Customer_119,13.96,4,2025-01-01 10:21:00
120,Customer_120,10.26,1,2025-01-01 10:55:00
121,Customer_121,18.18,3,2025-01-01 15:21:00
122,Customer_122,12.31,7,2025-01-01 12:53:00
123,Customer_123,5.06,6,2025-01-01 10:17:00
124,Customer_124,10.62,5,2025-01-01 21:05:00
125,Customer_125,17.05,4,2025-01-01 14:25:00
126,Customer_126,7.35,2,2025-01-01 17:50:00
127,Customer_127,22.6,5,2025-01-01 20:53:00
128,Customer_128,28.26,5,2025-01-01 12:15:00
129,Customer_129,20.22,1,2025-01-01 11:35:00
130,Customer_130,6.33,2,2025-01-01 19:06:00
131,Customer_131,14.36,1,2025-01-01 19:39:00
132,Customer_132,17.25,2,2025-01-01 17:52:00
133,Customer_133,25.2,4,2025-01-01 14:06:00
134,Customer_134,5.67,3,2025-01-01 18:32:00
135,Customer_135,12.82,5,2025-01-01 18:47:00
136,Customer_136,19.62,8,2025-01-01 14:45:00
137,Customer_137,27.94,1,2025-01-01 16:12:00
138,Customer_138,32.72,7,2025-01-01 11:19:00
139,Customer_139,21.07,5,2025-01-01 18:47:00
140,Customer_140,11.99,8,2025-01-01 20:17:00
141,Customer_141,5.23,5,2025-01-01 15:59:00
142,Customer_142,13.86,6,2025-01-01 15:06:00
143,Customer_143,33.18,5,2025-01-01 13:32:00
144,Customer_144,11.76,3,2025-01-01 18:29:00
145,Customer_145,5.67,6,2025-01-01 20:02:00
146,Customer_146,7.63,7,2025-01-01 19:19:00
147,Customer_147,27.64,1,2025-01-01 12:13:00
148,Customer_148,6.88,6,2025-01-01 15:57:00
149,Customer_149,27.8,3,2025-01-01 10:47:00
150,Customer_150,19.52,7,2025-01-01 11:05:00
151,Customer_151,20.27,3,2025-01-01 15:27:00
152,Customer_152,27.64,7,2025-01-01 20:46:00
153,Customer_153,17.48,3,2025-01-01 15:08:00
154,Customer_154,5.16,1,2025-01-01 18:55:00
155,Customer_155,11.78,6,2025-01-01 15:59:00
156,Customer_156,33.2,6,2025-01-01 14:26:00
157,Customer_157,10.61,3,2025-01-01 14:15:00
158,Customer_158,12.6,3,2025-01-01 13:43:00
159,Customer_159,24.22,3,2025-01-01 21:26:00
160,Customer_160,27.52,2,2025-01-01 14:17:00
161,Customer_161,11.74,2,2025-01-01 13:03:00
162,Customer_162,18.5,4,2025-01-01 12:35:00
163,Customer_163,24.69,4,2025-01-01 10:48:00
164,Customer_164,18.23,2,2025-01-01 13:34:00
165,Customer_165,9.92,4,2025-01-01 15:05:00
166,Customer_166,5.23,7,2025-01-01 16:21:00
167,Customer_167,7.63,4,2025-01-02 18:11:00
168,Customer_168,30.55,2,2025-01-02 20:55:00
169,Customer_169,20.34,2,2025-01-02 21:47:00
170,Customer_170,10.26,2,2025-01-02 21:17:00
171,Customer_171,17.06,1,2025-01-02 18:14:00
172,Customer_172,19.13,1,2025-01-02 10:44:00
173,Customer_173,13.9,2,2025-01-02 12:54:00
174,Customer_174,9.92,6,2025-01-02 16:53:00
175,Customer_175,12.81,1,2025-01-02 13:22:00
176,Customer_176,23.37,1,2025-01-02 14:46:00
177,Customer_177,10.65,2,2025-01-02 18:03:00
178,Customer_178,31.74,4,2025-01-02 16:05:00
179,Customer_179,21.08,4,2025-01-02 20:39:00
180,Customer_180,16.79,5,2025-01-02 20:32:00
181,Customer_181,23.65,2,2025-01-02 19:13:00
182,Customer_182,20.86,5,2025-01-02 10:35:00
183,Customer_183,5.56,3,2025-01-02 14:15:00
184,Customer_184,13.65,6,2025-01-02 21:08:00
185,Customer_185,27.42,3,2025-01-02 16:49:00
186,Customer_186,5.38,7,2025-01-02 20:15:00
187,Customer_187,6.13,8,2025-01-02 21:30:00
188,Customer_188,17.31,5,2025-01-02 17:51:00
189,Customer_189,7.63,7,2025-01-02 17:05:00
190,Customer_190,9.96,1,2025-01-02 17:46:00
191,Customer_191,23.67,4,2025-01-02 18:19:00
192,Customer_192,6.68,2,2025-01-02 21:00:00
193,Customer_193,9.32,7,2025-01-02 11:52:00
194,Customer_194,20.44,4,2025-01-02 11:27:00
195,Customer_195,20.12,8,2025-01-02 11:00:00
196,Customer_196,5.38,8,2025-01-02 16:39:00
197,Customer_197,18.17,2,2025-01-02 11:27:00
198,Customer_198,6.68,6,2025-01-02 19:57:00
199,Customer_199,28.95,1,2025-01-02 10:11:00
200,Customer_200,7.63,3,2025-01-02 13:17:00
201,Customer_201,14.2,4,2025-01-02 14:47:00
202,Customer_202,7.23,8,2025-01-02 11:34:00
203,Customer_203,40.06,2,2025-01-02 17:30:00
204,Customer_204,22.8,8,2025-01-02 19:46:00
205,Customer_205,14.36,8,2025-01-02 15:09:00
206,Customer_206,24.84,4,2025-01-02 12:27:00
207,Customer_207,28.58,7,2025-01-02 17:16:00
208,Customer_208,21.65,6,2025-01-02 19:14:00
209,Customer_209,13.02,2,2025-01-02 16:21:00
210,Customer_210,26.6,1,2025-01-02 11:17:00
211,Customer_211,5.21,2,2025-01-02 11:30:00
212,Customer_212,7.38,3,2025-01-02 16:09:00
213,Customer_213,22.74,2,2025-01-02 18:34:00
214,Customer_214,34.34,4,2025-01-02 12:00:00
215,Customer_215,18.12,7,2025-01-02 18:46:00
216,Customer_216,9.96,7,2025-01-02 18:21:00
217,Customer_217,30.36,5,2025-01-02 17:15:00
218,Customer_218,27.77,3,2025-01-02 19:49:00
219,Customer_219,9.92,2,2025-01-02 21:52:00
220,Customer_220,40.38,6,2025-01-02 18:37:00
221,Customer_221,6.83,7,2025-01-02 21:41:00
222,Customer_222,16.75,3,2025-01-02 15:27:00
223,Customer_223,29.83,1,2025-01-02 16:25:00
224,Customer_224,6.13,6,2025-01-02 15:15:00
225,Customer_225,7.23,8,2025-01-02 12:03:00
226,Customer_226,14.76,7,2025-01-02 16:19:00
227,Customer_227,12.51,5,2025-01-02 15:25:00
228,Customer_228,37.18,2,2025-01-02 11:15:00
229,Customer_229,16.3,5,2025-01-02 14:26:00
230,Customer_230,17.55,2,2025-01-02 15:27:00
231,Customer_231,5.56,6,2025-01-02 11:51:00
232,Customer_232,24.95,1,2025-01-02 21:58:00
233,Customer_233,20.79,5,2025-01-02 16:36:00
234,Customer_234,24.31,1,2025-01-02 12:36:00
235,Customer_235,14.22,4,2025-01-02 11:21:00
236,Customer_236,5.16,7,2025-01-02 13:44:00
237,Customer_237,22.1,7,2025-01-02 18:49:00
238,Customer_238,20.09,6,2025-01-02 21:57:00
239,Customer_239,6.83,2,2025-01-02 18:30:00
240,Customer_240,11.8,3,2025-01-02 20:46:00
241,Customer_241,17.3,6,2025-01-02 15:57:00
242,Customer_242,7.36,7,2025-01-02 13:44:00
243,Customer_243,12.18,5,2025-01-02 15:33:00
244,Customer_244,6.13,8,2025-01-02 21:25:00
245,Customer_245,6.32,1,2025-01-02 11:50:00
246,Customer_246,24.68,3,2025-01-02 15:12:00
247,Customer_247,24.84,7,2025-01-02 11:23:00
248,Customer_248,9.82,2,2025-01-02 18:36:00
249,Customer_249,34.96,8,2025-01-02 12:14:00
250,Customer_250,14.76,5,2025-01-02 13:48:00
251,Customer_251,20.43,4,2025-01-02 12:12:00
252,Customer_252,6.33,8,2025-01-02 21:07:00
253,Customer_253,6.32,8,2025-01-02 10:00:00
254,Customer_254,5.23,2,2025-01-02 18:43:00
255,Customer_255,26.05,1,2025-01-02 10:51:00
256,Customer_256,25.24,5,2025-01-02 10:18:00
257,Customer_257,18.22,3,2025-01-02 13:55:00
258,Customer_258,17.27,5,2025-01-02 17:46:00
259,Customer_259,12.14,3,2025-01-02 18:04:00
260,Customer_260,27.48,4,2025-01-02 17:28:00
261,Customer_261,20.29,1,2025-01-02 13:16:00
262,Customer_262,10.26,5,2025-01-02 20:29:00
263,Customer_263,29.85,3,2025-01-02 20:44:00
264,Customer_264,12.13,7,2025-01-02 18:24:00
265,Customer_265,12.26,5,2025-01-02 21:44:00
266,Customer_266,22.86,6,2025-01-02 17:35:00
267,Customer_267,19.49,6,2025-01-02 19:55:00
268,Customer_268,15.08,1,2025-01-02 21:59:00
269,Customer_269,16.0,2,2025-01-02 21:09:00
270,Customer_270,25.52,4,2025-01-02 18:56:00
271,Customer_271,7.38,4,2025-01-02 21:20:00
272,Customer_272,5.16,6,2025-01-02 19:00:00
273,Customer_273,25.45,7,2025-01-02 11:34:00
274,Customer_274,5.16,6,2025-01-02 13:48:00
275,Customer_275,14.36,1,2025-01-02 10:41:00
276,Customer_276,10.44,6,2025-01-02 19:35:00
277,Customer_277,29.44,5,2025-01-02 20:35:00
278,Customer_278,29.49,6,2025-01-02 11:17:00
279,Customer_279,11.76,1,2025-01-02 13:31:00
280,Customer_280,19.58,2,2025-01-02 10:31:00
281,Customer_281,9.32,5,2025-01-02 15:29:00
282,Customer_282,28.83,1,2025-01-02 18:50:00
283,Customer_283,6.97,7,2025-01-02 14:14:00
284,Customer_284,25.89,6,2025-01-02 11:16:00
285,Customer_285,10.26,7,2025-01-02 13:32:00
286,Customer_286,5.38,4,2025-01-02 14:57:00
287,Customer_287,14.2,3,2025-01-02 18:12:00
288,Customer_288,9.46,3,2025-01-02 20:45:00
289,Customer_289,13.48,4,2025-01-02 18:50:00
290,Customer_290,20.15,1,2025-01-02 18:46:00
291,Customer_291,9.82,8,2025-01-02 11:48:00
292,Customer_292,27.92,8,2025-01-02 18:19:00
293,Customer_293,10.84,1,2025-01-02 20:51:00
294,Customer_294,5.16,1,2025-01-02 21:45:00
295,Customer_295,14.2,8,2025-01-02 17:53:00
296,Customer_296,5.16,7,2025-01-02 15:47:00
297,Customer_297,5.38,7,2025-01-02 13:00:00
298,Customer_298,5.16,6,2025-01-02 11:45:00
299,Customer_299,15.64,5,2025-01-02 16:48:00
300,Customer_300,5.56,2,2025-01-02 18:25:00
301,Customer_301,26.76,4,2025-01-02 11:16:00
302,Customer_302,33.65,3,2025-01-02 14:09:00
303,Customer_303,23.98,2,2025-01-02 17:12:00
304,Customer_304,22.27,7,2025-01-02 18:15:00
305,Customer_305,29.04,4,2025-01-02 19:12:00
306,Customer_306,5.63,1,2025-01-02 21:09:00
307,Customer_307,6.13,3,2025-01-02 12:59:00
308,Customer_308,21.39,2,2025-01-02 17:19:00
309,Customer_309,33.52,2,2025-01-02 12:38:00
310,Customer_310,16.15,8,2025-01-02 16:39:00
311,Customer_311,21.08,2,2025-01-02 20:51:00
312,Customer_312,10.44,7,2025-01-02 16:09:00
313,Customer_313,36.78,3,2025-01-02 19:27:00
314,Customer_314,21.45,5,2025-01-02 14:35:00
315,Customer_315,12.01,4,2025-01-02 11:50:00
316,Customer_316,12.8,4,2025-01-02 10:07:00
317,Customer_317,12.18,7,2025-01-03 12:09:00
318,Customer_318,18.39,7,2025-01-03 13:37:00
319,Customer_319,26.56,4,2025-01-03 16:50:00
320,Customer_320,7.43,2,2025-01-03 21:41:00
321,Customer_321,17.97,4,2025-01-03 16:54:00
322,Customer_322,17.59,4,2025-01-03 17:52:00
323,Customer_323,6.32,7,2025-01-03 21:17:00
324,Customer_324,16.16,6,2025-01-03 14:19:00
325,Customer_325,19.99,7,2025-01-03 12:39:00
326,Customer_326,10.59,2,2025-01-03 13:24:00
327,Customer_327,9.82,4,2025-01-03 20:55:00
328,Customer_328,9.92,8,2025-01-03 15:24:00
329,Customer_329,22.36,8,2025-01-03 14:51:00
330,Customer_330,12.36,1,2025-01-03 18:15:00
331,Customer_331,12.52,3,2025-01-03 14:56:00
332,Customer_332,7.23,5,2025-01-03 15:16:00
333,Customer_333,20.35,5,2025-01-03 14:18:00
334,Customer_334,27.53,3,2025-01-03 19:57:00
335,Customer_335,28.54,3,2025-01-03 10:53:00
336,Customer_336,27.6,4,2025-01-03 14:35:00
337,Customer_337,14.03,2,2025-01-03 19:15:00
338,Customer_338,19.7,7,2025-01-03 17:28:00
339,Customer_339,5.56,1,2025-01-03 17:14:00
340,Customer_340,19.9,3,2025-01-03 16:20:00
341,Customer_341,20.8,8,2025-01-03 17:07:00
342,Customer_342,11.85,6,2025-01-03 14:50:00
343,Customer_343,18.96,5,2025-01-03 21:30:00
344,Customer_344,15.49,6,2025-01-03 16:44:00
345,Customer_345,18.93,3,2025-01-03 12:09:00
346,Customer_346,19.78,1,2025-01-03 16:37:00
347,Customer_347,31.17,3,2025-01-03 10:10:00
348,Customer_348,14.26,1,2025-01-03 20:16:00
349,Customer_349,13.29,1,2025-01-03 13:57:00
350,Customer_350,20.66,8,2025-01-03 16:38:00
351,Customer_351,24.28,1,2025-01-03 19:25:00
352,Customer_352,21.03,8,2025-01-03 17:38:00
353,Customer_353,36.86,6,2025-01-03 11:48:00
354,Customer_354,31.15,3,2025-01-03 16:44:00
355,Customer_355,28.52,8,2025-01-03 14:47:00
356,Customer_356,12.66,8,2025-01-03 18:48:00
357,Customer_357,25.69,1,2025-01-03 12:39:00
358,Customer_358,6.85,5,2025-01-03 21:08:00
359,Customer_359,30.85,2,2025-01-03 12:07:00
360,Customer_360,26.26,6,2025-01-03 14:17:00
361,Customer_361,16.29,1,2025-01-03 15:34:00
362,Customer_362,33.34,6,2025-01-03 13:29:00
363,Customer_363,31.92,8,2025-01-03 21:14:00
364,Customer_364,34.49,7,2025-01-03 11:22:00
365,Customer_365,22.12,1,2025-01-03 16:44:00
366,Customer_366,7.23,1,2025-01-03 17:17:00
367,Customer_367,11.01,8,2025-01-03 10:20:00
368,Customer_368,12.46,1,2025-01-03 18:25:00
369,Customer_369,18.97,6,2025-01-03 19:53:00
370,Customer_370,13.44,1,2025-01-03 16:56:00
371,Customer_371,12.13,7,2025-01-03 10:39:00
372,Customer_372,6.97,4,2025-01-03 15:51:00
373,Customer_373,29.49,5,2025-01-03 20:06:00
374,Customer_374,16.16,2,2025-01-03 20:05:00
375,Customer_375,6.47,4,2025-01-03 21:23:00
376,Customer_376,37.2,7,2025-01-03 20:44:00
377,Customer_377,15.15,2,2025-01-03 10:26:00
378,Customer_378,28.22,6,2025-01-03 10:22:00
379,Customer_379,17.58,2,2025-01-03 17:31:00
380,Customer_380,33.32,4,2025-01-03 20:38:00
381,Customer_381,12.18,2,2025-01-03 18:44:00
382,Customer_382,23.83,6,2025-01-03 12:00:00
383,Customer_383,17.34,6,2025-01-03 18:12:00
384,Customer_384,16.85,6,2025-01-03 14:51:00
385,Customer_385,29.49,3,2025-01-03 14:15:00
386,Customer_386,13.96,2,2025-01-03 11:32:00
387,Customer_387,39.1,5,2025-01-03 15:43:00
388,Customer_388,31.37,5,2025-01-03 20:54:00
389,Customer_389,20.87,7,2025-01-03 19:33:00
390,Customer_390,23.68,7,2025-01-03 12:39:00
391,Customer_391,14.26,5,2025-01-03 17:15:00
392,Customer_392,19.52,4,2025-01-03 16:40:00
393,Customer_393,10.33,2,2025-01-03 18:37:00
394,Customer_394,23.96,6,2025-01-03 11:18:00
395,Customer_395,5.38,3,2025-01-03 12:07:00
396,Customer_396,26.44,8,2025-01-03 21:14:00
397,Customer_397,16.93,6,2025-01-03 11:42:00
398,Customer_398,31.8,1,2025-01-03 18:44:00
399,Customer_399,17.16,8,2025-01-03 16:55:00
400,Customer_400,29.51,4,2025-01-03 13:51:00
401,Customer_401,17.25,2,2025-01-03 17:46:00
402,Customer_402,23.25,5,2025-01-03 15:16:00
403,Customer_403,6.86,5,2025-01-03 20:44:00
404,Customer_404,28.32,6,2025-01-03 21:26:00
405,Customer_405,27.81,8,2025-01-03 19:47:00
406,Customer_406,33.47,7,2025-01-03 14:18:00
407,Customer_407,5.38,7,2025-01-03 14:32:00
408,Customer_408,32.73,7,2025-01-03 18:59:00
409,Customer_409,14.36,2,2025-01-03 16:38:00
410,Customer_410,10.84,2,2025-01-03 16:35:00
411,Customer_411,6.83,4,2025-01-03 19:35:00
412,Customer_412,18.57,1,2025-01-03 18:48:00
413,Customer_413,11.99,4,2025-01-03 20:08:00
414,Customer_414,18.08,5,2025-01-03 16:14:00
415,Customer_415,27.12,8,2025-01-03 12:04:00
416,Customer_416,28.58,3,2025-01-03 20:00:00
417,Customer_417,19.54,3,2025-01-03 14:38:00
418,Customer_418,22.03,3,2025-01-03 14:32:00
419,Customer_419,32.23,4,2025-01-03 14:32:00
420,Customer_420,33.29,1,2025-01-03 13:04:00
421,Customer_421,14.03,7,2025-01-03 16:37:00
422,Customer_422,18.95,6,2025-01-03 19:43:00
423,Customer_423,27.52,8,2025-01-03 12:56:00
424,Customer_424,5.16,7,2025-01-03 20:47:00
425,Customer_425,26.08,1,2025-01-03 17:19:00
426,Customer_426,23.09,5,2025-01-03 10:55:00
427,Customer_427,7.23,5,2025-01-03 17:31:00
428,Customer_428,6.18,2,2025-01-03 16:26:00
429,Customer_429,10.26,4,2025-01-03 20:13:00
430,Customer_430,5.21,8,2025-01-03 14:07:00
431,Customer_431,6.83,6,2025-01-03 19:57:00
432,Customer_432,19.52,1,2025-01-03 18:42:00
433,Customer_433,7.23,6,2025-01-03 14:34:00
434,Customer_434,10.84,1,2025-01-03 13:08:00
435,Customer_435,14.22,5,2025-01-03 12:03:00
436,Customer_436,12.9,8,2025-01-03 17:00:00
437,Customer_437,22.62,2,2025-01-03 19:22:00
438,Customer_438,25.69,8,2025-01-03 21:49:00
439,Customer_439,6.33,4,2025-01-03 14:38:00
440,Customer_440,18.93,5,2025-01-03 18:09:00
441,Customer_441,23.58,8,2025-01-03 15:58:00
442,Customer_442,18.33,4,2025-01-03 18:10:00
443,Customer_443,12.0,3,2025-01-03 14:25:00
444,Customer_444,7.43,1,2025-01-03 12:18:00
445,Customer_445,18.68,1,2025-01-03 10:38:00
446,Customer_446,19.5,4,2025-01-03 21:42:00
447,Customer_447,12.39,7,2025-01-03 12:50:00
448,Customer_448,10.26,3,2025-01-03 18:52:00
449,Customer_449,13.46,5,2025-01-03 13:02:00
450,Customer_450,11.34,6,2025-01-03 14:00:00
451,Customer_451,37.5,6,2025-01-03 13:39:00
452,Customer_452,27.59,8,2025-01-03 10:02:00
453,Customer_453,5.38,2,2025-01-03 15:57:00
454,Customer_454,29.0,3,2025-01-03 18:36:00
455,Customer_455,10.26,2,2025-01-03 12:39:00
456,Customer_456,15.08,6,2025-01-03 11:28:00
457,Customer_457,25.84,5,2025-01-03 12:23:00
458,Customer_458,22.0,3,2025-01-03 18:17:00
459,Customer_459,11.38,5,2025-01-03 21:28:00
460,Customer_460,5.94,7,2025-01-03 15:30:00
461,Customer_461,38.14,2,2025-01-03 13:36:00
462,Customer_462,18.62,8,2025-01-03 18:12:00
463,Customer_463,12.54,2,2025-01-03 18:21:00
464,Customer_464,10.77,4,2025-01-03 15:18:00
465,Customer_465,13.37,4,2025-01-03 13:26:00
466,Customer_466,21.02,6,2025-01-03 12:32:00
467,Customer_467,30.0,8,2025-01-03 14:54:00
468,Customer_468,22.83,2,2025-01-03 14:34:00
469,Customer_469,21.39,3,2025-01-03 14:19:00
470,Customer_470,25.1,2,2025-01-03 18:49:00
471,Customer_471,20.02,8,2025-01-03 21:53:00
472,Customer_472,9.96,5,2025-01-04 15:32:00
473,Customer_473,26.14,5,2025-01-04 21:45:00
474,Customer_474,20.09,4,2025-01-04 19:29:00
475,Customer_475,22.55,2,2025-01-04 14:43:00
476,Customer_476,17.23,5,2025-01-04 14:38:00
477,Customer_477,14.66,6,2025-01-04 12:56:00
478,Customer_478,5.16,4,2025-01-04 20:23:00
479,Customer_479,6.34,7,2025-01-04 15:36:00
480,Customer_480,7.23,2,2025-01-04 17:02:00
481,Customer_481,22.76,4,2025-01-04 19:59:00
482,Customer_482,20.4,5,2025-01-04 12:52:00
483,Customer_483,17.05,1,2025-01-04 11:59:00
484,Customer_484,11.76,1,2025-01-04 17:01:00
485,Customer_485,26.14,6,2025-01-04 18:34:00
486,Customer_486,22.53,3,2025-01-04 10:25:00
487,Customer_487,5.38,7,2025-01-04 20:32:00
488,Customer_488,19.64,5,2025-01-04 18:41:00
489,Customer_489,26.79,7,2025-01-04 14:30:00
490,Customer_490,12.56,2,2025-01-04 16:51:00
491,Customer_491,31.01,1,2025-01-04 13:42:00
492,Customer_492,9.82,4,2025-01-04 18:46:00
493,Customer_493,25.76,6,2025-01-04 10:10:00
494,Customer_494,7.36,1,2025-01-04 21:42:00
495,Customer_495,12.09,6,2025-01-04 18:59:00
496,Customer_496,7.23,2,2025-01-04 17:27:00
497,Customer_497,22.1,3,2025-01-04 17:26:00
498,Customer_498,9.82,3,2025-01-04 12:03:00
499,Customer_499,26.38,1,2025-01-04 14:25:00
500,Customer_500,24.8,6,2025-01-04 12:01:00
501,Customer_501,25.86,3,2025-01-04 10:23:00
502,Customer_502,28.47,4,2025-01-04 12:34:00
503,Customer_503,14.86,8,2025-01-04 20:13:00
504,Customer_504,7.43,8,2025-01-04 19:56:00
505,Customer_505,29.59,2,2025-01-04 15:52:00
506,Customer_506,21.81,4,2025-01-04 17:48:00
507,Customer_507,26.6,8,2025-01-04 13:17:00
508,Customer_508,27.53,4,2025-01-04 14:06:00
509,Customer_509,6.34,5,2025-01-04 20:07:00
510,Customer_510,6.68,8,2025-01-04 11:27:00
511,Customer_511,10.62,8,2025-01-04 13:28:00
512,Customer_512,9.82,4,2025-01-04 10:59:00
513,Customer_513,13.31,2,2025-01-04 12:17:00
514,Customer_514,14.36,1,2025-01-04 11:23:00
515,Customer_515,11.89,7,2025-01-04 11:33:00
516,Customer_516,15.77,1,2025-01-04 17:45:00
